
bubble-sort,555456727,499999000001
counting-sort,9770,3500003
flash-sort,18163,4349994
heap-sort,140578,29567105
insertion-sort,14250,1499998
merge-sort,786589,32017850
quick-sort,16865,12475706
radix-sort,36396,9500086
selection-sort,202424840,250000499999
shaker-sort,36305,1000001
shell-sort,49810,25500058
