
bubble-sort,5459157,4999900001
counting-sort,940,350003
flash-sort,1900,434994
heap-sort,11765,2469917
insertion-sort,1465,149998
merge-sort,51881,2722826
quick-sort,1494,1084458
radix-sort,3022,800072
selection-sort,1977462,2500049999
shaker-sort,3191,100001
shell-sort,4277,2100049
