
bubble-sort,443826997,179999400001
counting-sort,6956,2099999
flash-sort,44140,2546638
heap-sort,98601,17140103
insertion-sort,92444772,899998
merge-sort,419036,18645946
quick-sort,38294,7250516
radix-sort,21936,5700086
selection-sort,72813430,90000299999
shaker-sort,279991143,600001
shell-sort,99774,15300061
