
bubble-sort,732140035,499999000001
counting-sort,12409,3500003
flash-sort,23386,4349994
heap-sort,189546,29567105
insertion-sort,3193,1499998
merge-sort,864194,32017850
quick-sort,24159,12475706
radix-sort,57617,9500086
selection-sort,256456024,250000499999
shaker-sort,1124,1000001
shell-sort,40679,25500058
