
bubble-sort,13353449,4999900001
counting-sort,944,350003
flash-sort,1818,434994
heap-sort,11091,2469917
insertion-sort,5123075,149998
merge-sort,46818,2722826
quick-sort,1608,1084458
radix-sort,3014,800072
selection-sort,2572916,2500049999
shaker-sort,10610773,100001
shell-sort,4904,2100049
