
bubble-sort,-1873025729,499999000001
counting-sort,9700,3500003
flash-sort,17928,4349994
heap-sort,135115,29567105
insertion-sort,-953985110,1499998
merge-sort,715037,32017850
quick-sort,18195,12475706
radix-sort,36259,9500086
selection-sort,260051845,250000499999
shaker-sort,1305962134,1000001
shell-sort,71005,25500058
