
bubble-sort,52599189,19999800001
counting-sort,1953,700003
flash-sort,3719,869994
heap-sort,23872,5252567
insertion-sort,20738683,299998
merge-sort,102152,5745658
quick-sort,3385,2268922
radix-sort,6238,1600072
selection-sort,10130876,10000099999
shaker-sort,42693799,200001
shell-sort,10525,4500051
